STELE BIO                      | esp. G02F HORMONIOS SEXUAIS TOPICOS           | app G03C ESTROGENOS E ASSOCIACOES EXCETO G03A G03E G03F
MELFORT                        | esp. A12C OUTROS SUPLEMENTOS MINERAIS         | app OUTRA CATEGORIA
CERTICAN NOV                   | esp. N07D PRODUTOS ANTI ALZHEIMER             | app L04X OUTROS IMUNOSSUPRESORES
EXTRA CALCIO MDK2              | esp. A12A CALCIO                              | app VITAMINA OUTRO
GLUTEZYM MAX                   | esp. L01J ANTINEOPLASICOS INIBIDORES DA PROTE | app A09A DIGESTIVOS INCLUIDO ENZIMAS
FINASTERIDA EUR                | esp. D11A OUTRAS PREPARACOES DERMATOLOGICAS I | app G04C3 INIBIDORES DA TESTOSTERONA 5 ALFAREDUCTASA SIMPLES
DULCOGAS                       | esp. A06A DROGAS PARA A CONSTIPACAO           | app A02A2 ANTIFISETICOS PUROS
LASTACAFT ALL                  | esp. S01E MIOTICOS E PRAPARADOS ANTIGLAUCOMA  | app S01G3 ANTIALERGICOS OFTALMICOS DE ACAO MULTIPLA
SUL DE HIDROXICLOROQUINA MED   | esp. P01D ANTIMALARICOS                       | app N05A9 ANTIPSICOTICOS CONVENCIONAIS
DIPR DE BETAMETASONA ACIDO SALICILICO CEL | esp. D05A PRODUTOS ANTIPSORIASE TOPICOS       | app D07A CORTICOIDES TOPICOS PUROS
BABYNEO PREVENT                | esp. D02A EMOLIENTES E PROTETORES             | app D01A1 ANTIFUNGICOS DERMATOLOGICOS TOPICOS
GENTAMICIN FRS                 | esp. S01A ANTINFECCIOSOS                      | app J01K AMINOGLICOSIDEOS
MEL SANTA BARBARA              | esp. R02A PREPARACOES PARA GARGANTA           | app OUTRA CATEGORIA
COLOPLAST                      | esp. D03A AGENTES CURATIVOS FERIDAS           | app OUTRA CATEGORIA
ZYLORIC ASP                    | esp. M01A ANTI REUMATICOS SEM ESTEROIDES      | app M04A ANTIGOTOSOS
DIPR DE BETAMETASONA SUL DE GENTAMICINA EMS | esp. D07B ASSOCIACOES DE CORTICOIDES          | app D07A CORTICOIDES TOPICOS PUROS
IODO POVIDONA                  | esp. D08A ANTISSEPTICOS E DESINFETANTES EXCL  | app PRIMEIROS SOCORROS
PREVENTPHARMA PRE              | esp. A12C OUTROS SUPLEMENTOS MINERAIS         | app VITAMINA OUTRO
TP ALGICOD                     | esp. M01A ANTI REUMATICOS SEM ESTEROIDES      | app N02A ANALGESICOS NARCOTICOS
ISOTRETINOINA BAU              | esp. D10B PREPARACOES ANTIACNE ORAIS          | app R06A ANTIHISTAMINICOS SISTEMICOS
SONASAL ASS                    | esp. R01A PREPARACOES NASAIS TOPICAS          | app B01C1 INIBIDORES DA CICLO OXIGENASE INIBIDORES DA AGREGA
LOSARTANA HIDROCLOROTIAZIDA GER | esp. C09D ANTAGONISTAS DE LA ANGIOTENSINA II  | app C09C ANTAGONISTAS DE LA ANGIOTENSINA II PUROS
FLUIMUCIL                      | esp. R01A PREPARACOES NASAIS TOPICAS          | app R05C EXPECTORANTES
CARBOCISTEINA XAROPE TEU       | esp. R05C EXPECTORANTES                       | app INSUMO PARA DRINK
ALOZEX                         | esp. A10S AGONISTAS GLP 1                     | app D11A OUTRAS PREPARACOES DERMATOLOGICAS INCL XAMPUS MED
NAXOS                          | esp. M02A ANTIREUMATICOS TOPICOS COM ANALGESI | app OUTRA CATEGORIA
MIRTAZAPINA GLO                | esp. N06A A DEPRESSIVOS E REGUL DE HUMOR      | app N05A1 ANTIPSICOTICOS ATIPICOS
WELEDA                         | esp. M02A ANTIREUMATICOS TOPICOS COM ANALGESI | app OUTRA CATEGORIA
DEXCLORFENIRAMINA BETAMETASONA BIS | esp. H02B ASSOCIACOES CORTICOSTEROIDES SISTEM | app D07A CORTICOIDES TOPICOS PUROS
PERMEAR MAR                    | esp. M05X OUTROS PRODUTOS SISTEMA MUSCULO ESQ | app M01A1 ANTI REUMATICOS NAO ESTEROIDAIS PUROS
CAR DI SO PA CA                | esp. M03B RELAXANTES MUSCULARES ACAO CENTRAL  | app EQUIPAMENTO MANUAL
SECNIDAZOL TEU                 | esp. G01A TRICOMONICIDAS                      | app J01X9 TODOS OUTROS ANTI BACTERIANOS
LYSDEXA LIB                    | esp. N07D PRODUTOS ANTI ALZHEIMER             | app N06B PSICOESTIMULANTES
BUSONID                        | esp. R01A PREPARACOES NASAIS TOPICAS          | app R03D1 CORTICOIDES INALANTES
ABELHINHA                      | esp. R05B ANTIGRIPAIS C ANTIINFECCIOSOS       | app OUTRA CATEGORIA
ACICLOVIR RAN                  | esp. D06D PRODUTOS PARA INFECOES VIRAIS       | app J05B3 ANTIVIRAL PARA HERPES
METRONIDAZOL NISTATINA PRD     | esp. G01A TRICOMONICIDAS                      | app J01X9 TODOS OUTROS ANTI BACTERIANOS
SOLUCAO                        | esp. S01B CORTICOIDES                         | app OUTRA CATEGORIA
LEO PHARMA                     | esp. D10A PREPARACOES ANTIACNE TOPICOS        | app OUTRA CATEGORIA
SPRAY NASAL CIM                | esp. R01A PREPARACOES NASAIS TOPICAS          | app OUTRA CATEGORIA
TEROLAC CRI                    | esp. S01E MIOTICOS E PRAPARADOS ANTIGLAUCOMA  | app S01R ANTIINFLAMATORIOS OFTALMOLOGICOS NAO ESTEROIDES
LIKLUC                         | esp. D08A ANTISSEPTICOS E DESINFETANTES EXCL  | app OUTRA CATEGORIA
BEM NUTRIR                     | esp. A07G REPOSITORES ELECTROLITICOS ORAIS    | app OUTRA CATEGORIA
LINADIB EMS                    | esp. A10C INSULINAS HUMANAS E ANALOGAS        | app A10N1 INIBIDOR DPP IV SOLO
COPAIBA BIN                    | esp. R05B ANTIGRIPAIS C ANTIINFECCIOSOS       | app OUTRA CATEGORIA
ACETIL IMMUNE                  | esp. R05C EXPECTORANTES                       | app VITAMINA OUTRO
NITAZOXANIDA ALT               | esp. P01B ANTIHELMINTICOS EXCETO OS ESQUISTOS | app P01A AMEBICIDAS
UNIFLORA UFL                   | esp. R02A PREPARACOES PARA GARGANTA           | app OUTRA CATEGORIA
SARCOPOREC                     | esp. A12C OUTROS SUPLEMENTOS MINERAIS         | app VITAMINA OUTRO
NEOSIL                         | esp. A12C OUTROS SUPLEMENTOS MINERAIS         | app VITAMINA OUTRO
ARIA MOM                       | esp. R03A AGONISTAS BETA 2                    | app R03J2 ANTIASMATICOS ANTAGONISTAS DE LEUCOTRIENE SISTEMIC
CETOCONAZOL NEO                | esp. D01A ANTIMICOTICOS DERMATOLOGICOS        | app J02A AGENTES ANTIMICOTICOS SISTEMICOS EXCLUINDO GRISEOF
APMED CIM                      | esp. A11B POLIVITAMINICOS PUROS               | app A15A ESTIMULANTES DO APETITE
BELEM JARDIM                   | esp. R02A PREPARACOES PARA GARGANTA           | app OUTRA CATEGORIA
TOP LINE                       | esp. G03A CONTRACEPTIVOS HORMONAIS SISTEMICOS | app OUTRA CATEGORIA
BEAUTY DRINK                   | esp. A12C OUTROS SUPLEMENTOS MINERAIS         | app DRINKS
HEDERA HELIX VITAMEDIC XAROPE  | esp. R05C EXPECTORANTES                       | app INSUMO PARA DRINK
POLARAMINE HYP                 | esp. R05C EXPECTORANTES                       | app R06A ANTIHISTAMINICOS SISTEMICOS
APIGUACO                       | esp. R02A PREPARACOES PARA GARGANTA           | app R05C EXPECTORANTES
IBUPROFENO GER                 | esp. N02B NAO NARCOTICOS ANTIPIRETICOS        | app M01A1 ANTI REUMATICOS NAO ESTEROIDAIS PUROS
PARACETAMOL CAFEINA EMS        | esp. N02B NAO NARCOTICOS ANTIPIRETICOS        | app SUPLEMENTO OUTROS
COLPOTROFINE TKD               | esp. D11A OUTRAS PREPARACOES DERMATOLOGICAS I | app G03C ESTROGENOS E ASSOCIACOES EXCETO G03A G03E G03F
ALLERGAN                       | esp. S01K PRODUTOS PARA OLHO SECO             | app OUTRA CATEGORIA
SEAME                          | esp. A12A CALCIO                              | app VITAMINA OUTRO
ATACAND                        | esp. C09D ANTAGONISTAS DE LA ANGIOTENSINA II  | app C09C ANTAGONISTAS DE LA ANGIOTENSINA II PUROS
ASSIFLORA                      | esp. M02A ANTIREUMATICOS TOPICOS COM ANALGESI | app OUTRA CATEGORIA
COMPLEXO B IME                 | esp. A11D VITAMINA B1 E ASSOCIACOES           | app VITAMINA OUTRO
RIFAMICINA EUR                 | esp. D06A ANTIBACTERIANOS TOPICOS             | app J01M RIFAMPICINA RIFAMICINA
EPOXNON                        | esp. A12A CALCIO                              | app VITAMINA OUTRO
GEYER GEY                      | esp. A07F MICROORGANISMOS ANTIDIARREICOS      | app OUTRA CATEGORIA
ATENTAH                        | esp. N06B PSICOESTIMULANTES                   | app N07X TODAS OUTRAS DROGAS PARA SNC
BROMOPRIDA ACH                 | esp. A03F GASTROPROCINETICOS                  | app A04A1 ANTAGONISTAS DA SEROTONINA
MOVIBEN                        | esp. A12C OUTROS SUPLEMENTOS MINERAIS         | app VITAMINA OUTRO
MINOXIDIL NEO                  | esp. D11A OUTRAS PREPARACOES DERMATOLOGICAS I | app C02A2 ANTIHIPERTENSIVOS PUROS DE ACAO PERIFERICA
NEODEX                         | esp. D07A CORTICOIDES TOPICOS PUROS           | app H02A2 ORAIS
FLEX HA                        | esp. A12C OUTROS SUPLEMENTOS MINERAIS         | app VITAMINA OUTRO
FORTEVIT AIR                   | esp. A11B POLIVITAMINICOS PUROS               | app A11A4 OUTROS POLIVIT COM MINERAIS
METRONIDAZOL PRD               | esp. G01A TRICOMONICIDAS                      | app J01X9 TODOS OUTROS ANTI BACTERIANOS
REGENCEL CRI                   | esp. A06A DROGAS PARA A CONSTIPACAO           | app S01X2 TOPICOS OFTALMOLOGICOS OUTROS
CLONAZEPAM ZYD                 | esp. N03A ANTICONVULSIVANTES                  | app N05C TRANQUILIZANTES
DORE EUR                       | esp. N02B NAO NARCOTICOS ANTIPIRETICOS        | app M01A1 ANTI REUMATICOS NAO ESTEROIDAIS PUROS
SPRAY FIB                      | esp. R05B ANTIGRIPAIS C ANTIINFECCIOSOS       | app OUTRA CATEGORIA
ALTRYXEN                       | esp. L04X OUTROS IMUNOSSUPRESORES             | app L01B ANTIMETABOLITOS
DAUF PAG                       | esp. A06A DROGAS PARA A CONSTIPACAO           | app VITAMINA OUTRO
MEU                            | esp. R05C EXPECTORANTES                       | app OUTRA CATEGORIA
VORTIOXETINA ALT               | esp. N06A A DEPRESSIVOS E REGUL DE HUMOR      | app N05A1 ANTIPSICOTICOS ATIPICOS
ENDCOFF                        | esp. R02A PREPARACOES PARA GARGANTA           | app R05C EXPECTORANTES
IBUPROFENO NEO                 | esp. N02B NAO NARCOTICOS ANTIPIRETICOS        | app M01A1 ANTI REUMATICOS NAO ESTEROIDAIS PUROS
DONA NENA                      | esp. M01A ANTI REUMATICOS SEM ESTEROIDES      | app OUTRA CATEGORIA
COCICHIMIL                     | esp. M01A ANTI REUMATICOS SEM ESTEROIDES      | app M04A ANTIGOTOSOS
KURAMED                        | esp. C05A ANTIHEMORROIDARIOS TOPICOS          | app D08A ANTISSEPTICOS E DESINFETANTES EXCL CURATIVOS MEDIC
DOZI                           | esp. A11D VITAMINA B1 E ASSOCIACOES           | app A11F VITAMINAS B12 PURA
NOEX                           | esp. M01A ANTI REUMATICOS SEM ESTEROIDES      | app R01A1 CORTICOIDES NASAIS SEM ANTIINFECCIOSOS
BMF                            | esp. A11F VITAMINAS B12 PURA                  | app VITAMINA OUTRO
AMINOFILINA TEU                | esp. R03A AGONISTAS BETA 2                    | app R03B2 XANTINAS SISTEMICAS
BORG                           | esp. A12C OUTROS SUPLEMENTOS MINERAIS         | app VITAMINA OUTRO
MEDATO MOM                     | esp. N05B HIPNOTICOS SEDATIVOS                | app N06B PSICOESTIMULANTES
TIOCONAZOL PRD                 | esp. J01A TETRACICLINAS E ASSOCIACOES         | app G01B ANTIMICOTICOS GINECOLOGICOS
PROPOLIS LSD                   | esp. R02A PREPARACOES PARA GARGANTA           | app EXTRATO DE PROPOLIS
MEGA CALCIO                    | esp. A12A CALCIO                              | app VITAMINA OUTRO
AMITIZA                        | esp. A03G MODELADORES SENSOMOTORES GASTRO INT | app A06A9 OUTRAS DROGAS PARA A CONSTIPACAO
CETOCONAZOL DIPR DE BETAMETASONA MED | esp. D07B ASSOCIACOES DE CORTICOIDES          | app J02A AGENTES ANTIMICOTICOS SISTEMICOS EXCLUINDO GRISEOF
CYFENOL CIF                    | esp. N02A ANALGESICOS NARCOTICOS              | app N02B NAO NARCOTICOS ANTIPIRETICOS
STIMA                          | esp. N05B HIPNOTICOS SEDATIVOS                | app N05C TRANQUILIZANTES
TRINULOX                       | esp. D07B ASSOCIACOES DE CORTICOIDES          | app D11A OUTRAS PREPARACOES DERMATOLOGICAS INCL XAMPUS MED
CLORATADD                      | esp. R01B DESCONGESTIONANTES NASAIS SISTEMICO | app R06A ANTIHISTAMINICOS SISTEMICOS
BOLDO BEL                      | esp. A05A PRODUTOS PARA DISTURBIOS DO TRATO B | app ERVA CHA
OUREMMEL                       | esp. R02A PREPARACOES PARA GARGANTA           | app OUTRA CATEGORIA
SUAVICID LEG                   | esp. D07B ASSOCIACOES DE CORTICOIDES          | app D11A OUTRAS PREPARACOES DERMATOLOGICAS INCL XAMPUS MED
AFCALM                         | esp. R02A PREPARACOES PARA GARGANTA           | app A01A ESTOMATOLOGICOS
CONLIFE FAC                    | esp. A02A ANTIACIDOS ANTIFISETICOS            | app OUTRA CATEGORIA
KAMPPI BIO                     | esp. N06D NOOTROPICOS                         | app N07D9 TODOS OUTROS PRODUTOS ANTI ALZHEIMER
ACET DE CIPROTERONA ETINILESTRADIOL NEO | esp. D10B PREPARACOES ANTIACNE ORAIS          | app G02F HORMONIOS SEXUAIS TOPICOS
LIRIS                          | esp. S01E MIOTICOS E PRAPARADOS ANTIGLAUCOMA  | app S01K1 LAGRIMAS ARTIFICIAIS E LUBRIFICANTES OCULARES
NISTATINA PRD                  | esp. A01B ANTIFUNGICOS ORAIS TOPICOS          | app J02A AGENTES ANTIMICOTICOS SISTEMICOS EXCLUINDO GRISEOF
GUARABOM                       | esp. R05C EXPECTORANTES                       | app OUTRA CATEGORIA
CARBOCISTEINA XAROPE           | esp. R05C EXPECTORANTES                       | app INSUMO PARA DRINK
JANSSEN                        | esp. A03F GASTROPROCINETICOS                  | app OUTRA CATEGORIA
CLOPIDO GRAN                   | esp. B01C INIBIDORES DA AGREGACAO PLAQUETARIA | app GRANOLA
SAMAR                          | esp. M02A ANTIREUMATICOS TOPICOS COM ANALGESI | app OUTRA CATEGORIA
CONCOR MER                     | esp. B01A ANTICOAGULANTES NAO INJETAVEIS      | app C07A AGENTES BETA BLOQUEADORES PUROS
CLENIL                         | esp. R01A PREPARACOES NASAIS TOPICAS          | app R03D1 CORTICOIDES INALANTES
ZANTHO NUTRITION               | esp. A11G VITAMINA C INCLUSIVE ASSOCIADA A MI | app VITAMINA OUTRO
POLIMAIS                       | esp. A06A DROGAS PARA A CONSTIPACAO           | app A02A1 ANTIACIDOS PUROS
TRIMETAZIDINA                  | esp. B01A ANTICOAGULANTES NAO INJETAVEIS      | app C01D TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CALCIO
SEDALEX TEU                    | esp. M01A ANTI REUMATICOS SEM ESTEROIDES      | app M03B RELAXANTES MUSCULARES ACAO CENTRAL
SPIDUFEN ZAM                   | esp. M01A ANTI REUMATICOS SEM ESTEROIDES      | app N02B NAO NARCOTICOS ANTIPIRETICOS
LIKLUC LIK                     | esp. D08A ANTISSEPTICOS E DESINFETANTES EXCL  | app OUTRA CATEGORIA
FLORESTA                       | esp. R05C EXPECTORANTES                       | app OUTRA CATEGORIA
HORMOSKIN USK                  | esp. D07B ASSOCIACOES DE CORTICOIDES          | app D11A OUTRAS PREPARACOES DERMATOLOGICAS INCL XAMPUS MED
TALTZ                          | esp. D05B PRODUTOS ANTIPSORIASE SISTEMICOS    | app L04C INIBIDORES DE INTERLEUCINA
MANITOL                        | esp. K01F SOLUCOES PARA TERAPIA OSMOTICA      | app A06B1 LIMPIADORES INTESTINALES OSMOTICO
SULFADIAZINA DE PRATA NTV      | esp. D06A ANTIBACTERIANOS TOPICOS             | app A01A ESTOMATOLOGICOS
VULCANO                        | esp. A07G REPOSITORES ELECTROLITICOS ORAIS    | app A16A OUTROS PRODUTOS PARA O APARELHO DIGESTIVO E METAB
BELL CORPUS                    | esp. M02A ANTIREUMATICOS TOPICOS COM ANALGESI | app OUTRA CATEGORIA
ARIA                           | esp. R03A AGONISTAS BETA 2                    | app R03J2 ANTIASMATICOS ANTAGONISTAS DE LEUCOTRIENE SISTEMIC
NISTATINA EMS                  | esp. A01B ANTIFUNGICOS ORAIS TOPICOS          | app J02A AGENTES ANTIMICOTICOS SISTEMICOS EXCLUINDO GRISEOF
ROSUCOR EZE                    | esp. C10C REGUL DE LIPIDEOS EM COMB C OUT LIP | app C10A1 ESTATINASINIB DA HMG COA REDUTASE
ZZVAC MER                      | esp. J07E VACINAS VIRAIS                      | app OUTRA CATEGORIA
MYLAN                          | esp. M01A ANTI REUMATICOS SEM ESTEROIDES      | app OUTRA CATEGORIA
ELIQUIS PFI                    | esp. B01A ANTICOAGULANTES NAO INJETAVEIS      | app B01F INIBIDOR DIRETO DO FATOR XA
NITRATO DE MICONAZOL TEU       | esp. G01B ANTIMICOTICOS GINECOLOGICOS         | app D01A1 ANTIFUNGICOS DERMATOLOGICOS TOPICOS
AMILORIDA EMS                  | esp. C09C ANTAGONISTAS DE LA ANGIOTENSINA II  | app C03A1 AGENTES POUPADORES DE POTASSIO PUROS
CLOR DE DORZOLAMIDA TOR        | esp. N07D PRODUTOS ANTI ALZHEIMER             | app S01E2 TOPICOS OFTALMOLOGICOS ANTIGLAUCOMA
CALCIO + VITAMINA D3           | esp. A12A CALCIO                              | app VITAMINA OUTRO
PROGRESS ACH                   | esp. A12C OUTROS SUPLEMENTOS MINERAIS         | app VITAMINA OUTRO
BRISTOL MYERS SQUIBB           | esp. L01H ANTINEOPLASICOS INIBIDORES DA PROTE | app OUTRA CATEGORIA
KOIDE EUR                      | esp. D07A CORTICOIDES TOPICOS PUROS           | app H02A2 ORAIS
WOLFS                          | esp. A12C OUTROS SUPLEMENTOS MINERAIS         | app VITAMINA OUTRO
MANITOL JPF                    | esp. K01F SOLUCOES PARA TERAPIA OSMOTICA      | app A06B1 LIMPIADORES INTESTINALES OSMOTICO
DICLOR DE LEVOCETIRIZINA RAN   | esp. R06A ANTIHISTAMINICOS SISTEMICOS         | app VITAMINA OUTRO
FIGEST                         | esp. A16A OUTROS PRODUTOS PARA O APARELHO DIG | app A05B PRODUTOS PARA DOENCAS DO FIGADO HEPATOPROTETORES
PROTENAPRO ACH                 | esp. A12C OUTROS SUPLEMENTOS MINERAIS         | app VITAMINA OUTRO
ALTIVA EUR                     | esp. R05A ANTIGRIPAIS EXCLUINDO ANTINFECCIOSO | app R06A ANTIHISTAMINICOS SISTEMICOS
FDC                            | esp. A12A CALCIO                              | app OUTRA CATEGORIA
APIARIO CALAMBAU               | esp. R05C EXPECTORANTES                       | app OUTRA CATEGORIA
NATUSDAY                       | esp. A11F VITAMINAS B12 PURA                  | app VITAMINA OUTRO
DICLIN                         | esp. D10B PREPARACOES ANTIACNE ORAIS          | app G03A1 MONOFASICOS MENOR 50 MCG ESTROGENOS
ABV                            | esp. R02A PREPARACOES PARA GARGANTA           | app OUTRA CATEGORIA
BROMETO DE ROCURONIO EUR       | esp. M03A RELAXANTES MUSCULARES DE ACAO PERIF | app N01A1 ANESTESICOS INALANTES
OUTRA MARCA                    | esp. A01A ESTOMATOLOGICOS                     | app VITAMINA OUTRO
PROPOMAX                       | esp. R02A PREPARACOES PARA GARGANTA           | app VITAMINA OUTRO
FLAGIMAX BEL                   | esp. G01A TRICOMONICIDAS                      | app P01A AMEBICIDAS
HISTADIN UNI                   | esp. R01B DESCONGESTIONANTES NASAIS SISTEMICO | app R06A ANTIHISTAMINICOS SISTEMICOS
ATENOLOL CLORTALIDONA EMS      | esp. C07B ASSOCIACOES DE BETA BLOQUEADORES    | app C07A AGENTES BETA BLOQUEADORES PUROS
ARNICA KER                     | esp. M02A ANTIREUMATICOS TOPICOS COM ANALGESI | app OUTRA CATEGORIA
HEALTH LABS MDQ                | esp. R05C EXPECTORANTES                       | app VITAMINA OUTRO
MARY LIFE BIN                  | esp. M02A ANTIREUMATICOS TOPICOS COM ANALGESI | app OUTRA CATEGORIA
VILDAGLIPTINA CLOR DE METFORMINA ALT | esp. A10N INIBIDOR DPP IV                     | app A10P1 INIBIDOR SGLT2 ANTIDIABETICOS SIMPLES
8Y                             | esp. B02D COAGULACAO DO SANGUE                | app OUTRA CATEGORIA
OSSOTRAT CEL                   | esp. A11C VITAMINA A D INCLUINDO ASSOCIACOES  | app VITAMINA OUTRO
VHITA                          | esp. A12C OUTROS SUPLEMENTOS MINERAIS         | app VITAMINA OUTRO
CLON DE LISINA CLOR DE CICLOBENZAPRIN | esp. M03B RELAXANTES MUSCULARES ACAO CENTRAL  | app N02B NAO NARCOTICOS ANTIPIRETICOS
UNOPROST APS                   | esp. C02A ANTIHIPERTENSIVOS NAO HERBACEOS PUR | app G04C2 ANTAGONISTAS ALFA ANDRENERGICO SOZINHOS
CETOCONAZOL SDZ                | esp. D01A ANTIMICOTICOS DERMATOLOGICOS        | app J02A AGENTES ANTIMICOTICOS SISTEMICOS EXCLUINDO GRISEOF
OJJAARA GSK                    | esp. L04X OUTROS IMUNOSSUPRESORES             | app L01H9 ANTINEOPLASICOS INIBIDORES DA PROTEINA QUINASE OUT
SOBRAL SOB                     | esp. A06A DROGAS PARA A CONSTIPACAO           | app OUTRA CATEGORIA
SOTALOL EMS                    | esp. B01A ANTICOAGULANTES NAO INJETAVEIS      | app C01B ANTIARRITMICOS
ATENOLOL CLORTALIDONA EUR      | esp. C07B ASSOCIACOES DE BETA BLOQUEADORES    | app C07A AGENTES BETA BLOQUEADORES PUROS
SECNIDAZOL EMS                 | esp. G01A TRICOMONICIDAS                      | app J01X9 TODOS OUTROS ANTI BACTERIANOS
MULTIGRIP MUL                  | esp. N02A ANALGESICOS NARCOTICOS              | app R05A ANTIGRIPAIS EXCLUINDO ANTINFECCIOSOS
EKLIRA GENUAIR                 | esp. R03H INIBIDORES DA PDE4 PARA ASMA E DPOC | app R03K2 ANTICOLINERGICOS INALANTES ACAO LONGA
SOLIDOR                        | esp. A10S AGONISTAS GLP 1                     | app OUTRA CATEGORIA
CAPICILIN                      | esp. D11A OUTRAS PREPARACOES DERMATOLOGICAS I | app OUTRA CATEGORIA
APSEN                          | esp. A10S AGONISTAS GLP 1                     | app OUTRA CATEGORIA
PIAVE                          | esp. A10S AGONISTAS GLP 1                     | app OUTRA CATEGORIA
BERINERT                       | esp. L01X OUTROS ANTINEOPLASICOS              | app B06D PRODUTOS PARA ANGIODERMA HEREDITARIO
ADDERA                         | esp. A12A CALCIO                              | app VITAMINA OUTRO
THERASKIN                      | esp. D01A ANTIMICOTICOS DERMATOLOGICOS        | app OUTRA CATEGORIA
JAY                            | esp. M02A ANTIREUMATICOS TOPICOS COM ANALGESI | app OUTRA CATEGORIA
DIPR DE BETAMETASONA SUL DE GENTAMICINA EUR | esp. D07B ASSOCIACOES DE CORTICOIDES          | app D07A CORTICOIDES TOPICOS PUROS
SERENATA TOR                   | esp. N06A A DEPRESSIVOS E REGUL DE HUMOR      | app CHOCOLATE BOMBOM
MN PROPOLIS                    | esp. R02A PREPARACOES PARA GARGANTA           | app EXTRATO DE PROPOLIS
TIADOL BUN                     | esp. M02A ANTIREUMATICOS TOPICOS COM ANALGESI | app P01B ANTIHELMINTICOS EXCETO OS ESQUISTOSOMICIDAS
SANTANA                        | esp. R05C EXPECTORANTES                       | app OUTRA CATEGORIA
PROTEINA                       | esp. A12C OUTROS SUPLEMENTOS MINERAIS         | app OUTRA CATEGORIA
CHRYSALIS                      | esp. M02A ANTIREUMATICOS TOPICOS COM ANALGESI | app OUTRA CATEGORIA
TAM SPR                        | esp. N03A ANTICONVULSIVANTES                  | app OUTRA CATEGORIA
GOOD VIT                       | esp. A12C OUTROS SUPLEMENTOS MINERAIS         | app VITAMINA OUTRO
CETOCONAZOL MED                | esp. D01A ANTIMICOTICOS DERMATOLOGICOS        | app J02A AGENTES ANTIMICOTICOS SISTEMICOS EXCLUINDO GRISEOF
SOLAQUIN                       | esp. D05A PRODUTOS ANTIPSORIASE TOPICOS       | app D11A OUTRAS PREPARACOES DERMATOLOGICAS INCL XAMPUS MED
QUALYNUTRI QUA                 | esp. A12C OUTROS SUPLEMENTOS MINERAIS         | app OUTRA CATEGORIA
HIDROPEEK EMS                  | esp. D07B ASSOCIACOES DE CORTICOIDES          | app D11A OUTRAS PREPARACOES DERMATOLOGICAS INCL XAMPUS MED
SUPRAHEALTH                    | esp. N05B HIPNOTICOS SEDATIVOS                | app VITAMINA OUTRO
DAIVA MOM                      | esp. J01G FLUOROQUINOLONAS                    | app G03A9 OUT CONT HORM SISTEM
DAEM                           | esp. G03A CONTRACEPTIVOS HORMONAIS SISTEMICOS | app G03B ANDROGENOS E ASSOCIACOES EXCETO G3E G3F
TANDRILAX                      | esp. M01A ANTI REUMATICOS SEM ESTEROIDES      | app M03B RELAXANTES MUSCULARES ACAO CENTRAL
AH ZUL                         | esp. G04E PRODUTOS PARA DISFUNCAO ERETIL      | app OUTRA CATEGORIA
DUOM VTF                       | esp. G04E PRODUTOS PARA DISFUNCAO ERETIL      | app OUTRA CATEGORIA
EUROFITO                       | esp. A11F VITAMINAS B12 PURA                  | app OUTRA CATEGORIA
APIARIOS BONADIO               | esp. R05B ANTIGRIPAIS C ANTIINFECCIOSOS       | app OUTRA CATEGORIA
FOSMORYL                       | esp. G04A ANTISSEPTICOS E ANTINFECCIOSOS URIN | app J01X9 TODOS OUTROS ANTI BACTERIANOS
RESPRIN                        | esp. N02A ANALGESICOS NARCOTICOS              | app R05A ANTIGRIPAIS EXCLUINDO ANTINFECCIOSOS
ALMEIDAPRADO ALM               | esp. A09A DIGESTIVOS INCLUIDO ENZIMAS         | app R05D1 ANTITUSSIGENOS PUROS
PACO EUR                       | esp. M01A ANTI REUMATICOS SEM ESTEROIDES      | app N02A ANALGESICOS NARCOTICOS
DESCON                         | esp. R06A ANTIHISTAMINICOS SISTEMICOS         | app R01B DESCONGESTIONANTES NASAIS SISTEMICOS
EZETIMIBA SINVASTATINA GER     | esp. C10C REGUL DE LIPIDEOS EM COMB C OUT LIP | app C10A9 DEMAIS REGULADORES DE COLESTEROL E TRIGLICERIDES
BIOFLEXIS UNI                  | esp. A12C OUTROS SUPLEMENTOS MINERAIS         | app VITAMINA OUTRO
CLOR LINCOMICINA NEO           | esp. J01F MACROLIDEOS E SIMILARES             | app J01X9 TODOS OUTROS ANTI BACTERIANOS
GUACO BEL                      | esp. R05C EXPECTORANTES                       | app OUTRA CATEGORIA
DIEVARI                        | esp. B01A ANTICOAGULANTES NAO INJETAVEIS      | app C05C TERAPIA VARICOSA SISTEMICA
BEM CARE                       | esp. M02A ANTIREUMATICOS TOPICOS COM ANALGESI | app OUTRA CATEGORIA
VIVACITA                       | esp. R05C EXPECTORANTES                       | app VITAMINA OUTRO
BIOFHITUS                      | esp. A07G REPOSITORES ELECTROLITICOS ORAIS    | app OUTRA CATEGORIA
IBUFRAN                        | esp. M01A ANTI REUMATICOS SEM ESTEROIDES      | app N02B NAO NARCOTICOS ANTIPIRETICOS
FLEX                           | esp. A12C OUTROS SUPLEMENTOS MINERAIS         | app OUTRA CATEGORIA
VITAMEDICAL                    | esp. A11C VITAMINA A D INCLUINDO ASSOCIACOES  | app VITAMINA OUTRO
