barcode,descriptions
7898100244485,"{""Petivit BC Xarope 240ml"",""PETIVIT -BC 4,00 + 0,60 + 0,75 + 0,670 + 6,67 + 21,67 MG/ML"",""PETIVIT BC XPE PET C/240ML""}"
7898100244676,"{""Hipercal D 600 600mg + 400UI com 60 Comprimidos"",""HIPER-CAL D 600+400UI C/60 CP - ( N ) 016778"",""HIPERCAL D 600MG + 400UI 60CPRS""}"
7898100245406,"{""GRIPALCE FITO MEL INF 15PAST"",""GRIPALCE FITO PAST INF S. MEL C/15 PAST CX QTD. 6.00 CX"",""GRIPALCE FITO INF MAST SABOR MEL 15ML""}"
7898100264049,"{""FOLINC/100 CPR REV 5MG"",""SERINGA INSULINA 1 ML 8,0 X 0,30 AV"",""FOLIN 5MG X 100 CPR (GEY)""}"
7898100264179,"{""FOLINC/30 CPR REV 5MG"",""CLOR. VENLAFAXINA 75MG 30 CAP EMS GEN C1"",""FOLIN 5MG X 30 CPR (GEY)""}"
7898100268207,"{""METILFOLINC/30 CPR"",""METILFOLIN CPR REVEST 0.35 MG  X 30"",""MEGALABS 0.35MG X 30 CPR (MEG)""}"
7898100268214,"{""METILFOLINC/90 CPR"",""METILFOLIN CPR REVEST 0.35 MG  X 90"",""METILFOLIN 0.35MG X 90 CPR ()""}"
7898100268269,"{""DEVI 500UI 15ML""}"
7898104962965,"{""LEVEDO CERVEJA MULTINATURAL 100G PO""}"
7898109240266,"{""VI-FERRIN 60CPR"",""VI-FERRIN 60CP""}"
7898109240273,"{""Vi-Ferrin 20mg/ml + 0,333mg/ml + 1,0mcg/ml Solução Oral 150"",""VI - FERRIN 20 MG/ML + 0.333 MG/ML + 1.0 MCG/ML SOL OR CT F"",""VI -  FERRIN  150 ML X 30 ()""}"
7898109241485,"{""Vi-Ferrin 150mg/ml + 0,25mg/ml + 7,5mcg/ml Solução de Uso O"",""VI - FERRIN 150 MG/ML + 0.25 MG/ML + 7.5 MCG/ML SOL OR CT F"",""VI -  FERRIN  X 20 ML ()""}"
7898109387213,"{""COMPOSTO EMAG DA CASA""}"
7898114061993,"{""Coenzima Q10 líquida em gotas - 30 mL - Omix"",""VIT Q10+VIT E OMIX (200MG/ML+15MG/ML) MENTA 30ML""}"
7898114062266,"{""OLEO DE PRIMULA - ORIENT MIX (70CAPS DE 500MG)"",""SUPL ALIM OMIX OLEO DE PRIMULA 500MG X 70 CAPS""}"
7898114062730,"{""Cranberry com 70 Cápsulas"",""- CRANBERRY - 70 CAPSULAS - EX - CRANBERRY - 70 CAPSULAS"",""SUPL ALIM CRANBERRY VIT ZINCO 70UN""}"
7898114062860,"{""OMEGA 3 6 9 MULHER  70CAPS"",""Ômega 3-6-9 - Mulher - 70 cápsulas - Omix"",""SUPL ALIM OMEGA 3 MULHER OMIX 70UN""}"
7898114062952,"{""COENZIMA Q10 70CAPS ORIENT MIX"",""COENZIMA Q10 OMIX 70CP""}"
7898114063027,"{""FERRO 70 CAPS-OMIX"",""Omix Ferro 525mg com 70 Cápsulas"",""SUPLEMENTO ALIM DE FERRO 70 CAPSULAS""}"
7898114063096,"{""OMEGA 3 - ORIENT MIX (120CAPS DE 1G)"",""SUPL ALIM OMIX OMEGA 3 1G HEALTH FRASCO 100UN 100CAPS""}"
7898114066363,"{""OLEO CARTAMO 1000MG 70CPS ORIENT MIX"",""OLEO CARTAMO 1000MG ORIENT MIX 70CPS""}"
7898114067209,"{""Omix Psyllium 400mg com 70 Cápsulas"",""PSYLLIUM C 70 CAPS PSYLLIUM C 70 CAPS"",""PSYLLIUM 400MG X 70 CPR (HMD)""}"
7898114428680,"{""SECA BARRIGA COM GOJI BERRY 500MG 120CAP NAT USER""}"
7898121840116,"{""CEVAVITA 200G"",""SUPLEMENTO VITAMINICO E MINERAL CEVAVITA INDUBRAS 200GR""}"
7898122440377,"{""Dermattive Creme Facial Anti Idade Vitamina C 50g"",""DERMATTIVE CR F A ID VC 50.0 G X 1"",""SUPL ALIM DERMATTIVE CREME ANTI IDADE FACIAL VITAMINA 50G""}"
7898122911570,"{""COMPLEXO B INJ 2ML - HYPLEX B"",""COMPLEXO B INJETAVEL VIT.B  2ML AMPOLA (INSTITUTO DE HYPO)"",""HYPLEX B SOL INJETAVEL AMPOLA 2ML""}"
7898122911587,"{""Hyplex B Solução Injetável Intramuscular com 100 Ampolas co"",""HYPLEX B SOL INJ IM CX 100 AMP VD AMB X 2 ML"",""HYPLEX B  2 ML X 100 (HPF)""}"
7898122913772,"{""Ácido Ascórbico Hypofarma 100mg/ml Solução Injetável Endove"",""VITAMINA C 100MG/ML SOL INJ IV/IM CX/100 AMP 5ML HOSP - HYPO"",""ÁCIDO ASCORBICO HYPOFARMA 100MG X 5 ML (HPF)""}"
7898123770152,"{""OMEGA 3 NUTRAWAY 1000MG C60""}"
7898123770169,"{""VITAMINA E MINERAL NUTRAWAY OLEO DE CARTAMO 1000MG 60G""}"
7898126700026,"{""SUCO TIKITO LARANJA 450ML"",""TIKITO VITA + SABOR LARANJA 450ML SUPLEMENTO VITAMINICO"",""MULTIVITAMINICO TIKITO LARAN 450ML""}"
7898126700033,"{""SUCO TIKITO UVA 450ML"",""TIKITO VITA + SABOR UVA - 450ML SUPLEMENTO VITAMINICO"",""MULTIVITAMINICO TIKITO UVA 450ML""}"
7898126700040,"{""SUCO TIKITO MORANGO 450ML"",""TIKITO VITA + SABOR MORANGO 450ML SUPLEMENTO VITAMINICO"",""MULTIVITAMINICO TIKITO MORAN 450ML""}"
7898126700057,"{""SUCO TIKITO PESSEGO 450ML"",""SUCO TIKITO VITA + SABOR PESSEGO 450ML"",""MULTIVITAMINICO TIKITO PESSE 450ML""}"
7898126700071,"{""SUCO TIKITO LIMONADA 450ML"",""TIKITO  SUPLEMENTO VITAMINICO  TODO SABORES 450 ML"",""MULTIVITAMINICO TIKITO LIMON 450ML""}"
7898126700088,"{""SUCO TIKITO ABACAXI 450ML"",""SUCO TIKITO VITA + SABOR ABACAXI COM HORTELA 450ML"",""MULTIVITAMINICO TIKITO ABACA 450ML""}"
7898130890102,"{""ENERGETICO NINJA 10ML"",""ENERGETICO BALY MORPESS 250ML"",""SUPLEMENTO ENERGETICO NINJA GUARANA LIQ.10ML""}"
7898132542610,"{""FORCE SKIN HAIR E NAILS 300G""}"
7898132542788,"{""FORCE SKIN HAIR E NAILS ABACAXI COM HORTELA 330G""}"
7898132543488,"{""FORCE HAIR AND NAILS NEUTRO 330G""}"
7898132543914,"{""VITAMIN D3 GUMMY SANAVITAC/30 GOMAS 2000UI 75GR TANGERI"",""Vitamin D3 Gummy Sabor Tangerina Sanavita Com 30 Gomas"",""SANAVITA 2000IU X 30 CPR (FAM)""}"
7898132543983,"{""SUPLEMENTO SANAVITA CELLUCTIV FRUTAS ROXAS 300G""}"
7898132544133,"{""FORCE HAIR AND NAILS ABACAXI COM HORTELA 330G""}"
7898132544140,"{""FORCE HAIR AND NAILS LARANJA 330G""}"
7898132544355,"{""Sidney Oliveira Pó Nutrix 29 Senior Baunilha 400g"",""NUTRIX 29 SENIOR SIDNEY OLIVEIRA MAXIMA NUTRICAO BAUNILHA 4"",""SUPL ALIM SIDNEY OLIVEIRA PO NUTRIX 29 SENIOR BAUNILHA 400G""}"
7898132544362,"{""Sidney Oliveira Pó Nutrix 29 Senior sem Sabor 400g"",""NUTRIX 29 SÊNIOR SEM SABOR  - S.O. 400 G   (0.4600)"",""SUPL ALIM SIDNEY OLIVEIRA PO NUTRIX 29 SENIOR SEM SABOR 400G""}"
7898132544379,"{""HYALURONIC SKIN S/ SABOR  C/ 270 G"",""SANAVITA HYAURONIC SKIN NEUTRO 270G""}"
7898132544393,"{""Hyaluronic Verisol Sanavita Sabor Neutro com 30 Sachês com"",""Hyaluronic Verisol Sanavita Sabor Neutro Com 30 Sachês Com"",""SUPL ALIM SANAVITA HYALURONIC SB NEUTRO SC 30 X 2.8 G (FAM)""}"
7898132544423,"{""SUPL HYALURONIC SANAVITA JOINT NEUTRO 1 UN"",""Hyaluronic II Joint - 30 Sticks de 2, 5g Neutro - Sanavita,"",""SANAVITA HYAURONIC II JOIN STICKS NEUTRO 30X2,5G""}"
7898132544461,"{""HYALURONIC ACIDO HIALURONICO ABACAXI C/ LIMÃO 270 G"",""Hyaluronic Skin - Abacaxi Limão - Lata 300g"",""SANAVITA HYAURONIC SKIN ABACAXI E LIMAO 300G""}"
7898132544485,"{""SANAVITA HYAURONIC SKIN PESSEGO E CAPIM SANTO 300G""}"
7898132544546,"{""Hyaluronic Premium Verisol Neutro 150mg Sanavita com 20 Sac"",""Hyaluronic Premium Verisol - 20 Sticks de 3, 8g Neutro - Sa"",""SANAVITA HYALURONIC VERISOL PREMIO NEUTRO SC 20X3,8G""}"
7898132544560,"{""Hyaluronic Verisol Pó Sticks Tangerina Sabor Abacaxi 3.5g"",""Sanavita Colágeno + Ácido Hialurônico - Saúde da Pele - 30"",""SUPL ALIM SANAVITA HYAL SB TANG C/ABAC SC 30 X 3.5 G (FAM)""}"
7898132544591,"{""FORCEE CABELOS E UNHAS 60CP""}"
7898132544607,"{""FORCEE CABELOS E UNHAS + PORTA CAPSULA 2X60CP""}"
7898132544638,"{""HYALURONIC PREMIUM SANAVITA MARACUJA/ABACAXI C/20 UND"",""Sanavita Colágeno + Ác. Hyaluronic Verisol - 20 Sachês Mara"",""SANAVITA HYAURONIC PREMIUM MARACUJA E ABACAXI SC 20X4,6G""}"
7898132544652,"{""GLUTAMINA SANAVITA + ZINCO + VITAMINCA C + SELENIO 300G""}"
7898132544669,"{""SANAVITA HYALURONIC VERISOL MATCHA E CAPIM LIMAO SC 30X3,5G""}"
7898132544706,"{""SANAVITA HYALURONIC C 30CP""}"
7898132544713,"{""OMEGA 3 SANAVITA EPA DHA C/90CAP"",""Sanavita Ômega 3 DHA - Alta Pureza e Concentração - 90 Cáps"",""SUPL ALIM SANAVITA OMEGA 3TG SUPER DHA 90 CPS (FAM)""}"
7898132544812,"{""Super Epa Ômega 3Tg com 90 Cápsulas"",""OMEGA 3TG SUPER EPA - POTE 90 OMEGA 3TG SUPER EPA - POT"",""SUPL ALIM SANAVITA OMEGA 3 SUPER EPA X 90CAPS""}"
7898132544829,"{""Coenzima Q10 + Ômega 3 + Vitamina E com 60 Cápsulas"",""COENZIMA Q10 + OMEGA 3 - POTE COENZIMA Q10 + OMEGA 3 -"",""SANAVITA  X 60 CPR (FAM)""}"
7898132545000,"{""Shot Matinal Pó Limão 150g"",""SHOT MATINAL EXT DE PROPOLIS LIMAO E GENGIBRE 150G SANAVITA"",""SUPL ALIM SANAVITA SHOT MATINAL LIMAO 150G (FAM)""}"
7898132545017,"{""Forcee Hair para Cabelos e Unhas com 60 Cápsulas"",""Sanavita - Vitamina para Cabelos e Unhas - Forcee Hair - Pa"",""SUPL ALIM SANAVITA FORCEE HAIR CABELOS E UNHAS 60 CAPS (FAM)""}"
7898132545024,"{""MAGNESIO TRI COMPLEX SANAVITAC/60 CAPS"",""MAGNESIO TRI COMPLEX - POTE 60 CAPS - SANAVITA"",""SUPL ALIM SANAVITA MAGNESIO TRI COMPLEX 60 CAPS (FAM)""}"
7898132545246,"{""Complexo B com 60 Cápsulas"",""COMPLEXO B ( 8 VITAMINAS ) 60 CAPS - SANAVITA"",""SUPL ALIM SANAVITA COMPLEXO B 60 CAPS (FAM)""}"
7898132545253,"{""CURCUMA SANAVITAC/60 CAPS 130MG"",""Cúrcuma Concentrada Sanavita Absorção Otimizada Antioxidante"",""SUPL ALIM SANAVITA CURCUMA 60 CAPS (FAM)""}"
7898132545284,"{""Prímula-E com 60 Cápsulas"",""Sanavita - Prímula E - Suplemento com Vitamina E e Óleo de"",""SUPL ALIM SANAVITA PRIMULA E 60 CAPS (FAM)""}"
7898132545307,"{""Vitamina C 500mg com 30 Cápsulas"",""SP VITAMINA C  ACIDO ASCORBICO  30 CAPS - SANAVITA"",""SUPL ALIM SANAVITA VITAMINA C 30 CAPS (FAM)""}"
7898132545314,"{""Vitamina D3 2000UI com 30 Cápsulas"",""SP VITAMINA D3   2.000 UI - 30 CAPS - SANAVITA"",""SUPL ALIM SANAVITA VITAMINA D3 30 CAPS (FAM)""}"
7898132545321,"{""Vitamina E 400mg com 30 Cápsulas"",""Sanavita - Vitamina E 400mg - Suplemento Antioxidante para"",""SUPL ALIM SANAVITA VITAMINA E 30 CAPS (FAM)""}"
7898132545369,"{""Vitamina B12 Gotas Frutas Vermelhas 20ml"",""VITAMINA B12 GOTAS FR VER 20.0 ML X 1"",""SUPL ALIM SANAVITA VITAMINA B12 GTS 20 ML (FAM)""}"
7898132545376,"{""VITAMINA D3+K2 SANAVITA20ML SOL GOT LIMAO"",""Vitamina D3 + K2 Ossos Saudáveis Sanavita 20 Ml Sabor Limão"",""SUPL ALIM SANAVITA VIT D3 + K2 GTS 20 ML (FAM)""}"
7898132545413,"{""Vitamina B12 9.9mcg com 60 Cápsulas"",""Sanavita Vitamina B12 - Alta Absorção - Suplemento Vegano -"",""SUPL ALIM SANAVITA VITAMINA B12 60 CAPS (FAM)""}"
7898132545536,"{""BIOTINA GOTAS SANAVITA 20ML"",""Biotina Sanavita - Gotas - Frasco 20ML - Vitamina""}"
7898132981426,"{""Vitamina Bio Extratus Força com 60 Cápsulas Revestidos"",""BIO EXTRATUS VITAMINA FORCA CABELO PELE UNHA C/ 60 COMP REV"",""SUPLEMENTO ALIMENTAR BIO EXTRATUS FORCA 60CP""}"
7898132987268,"{""HIDRA RENOV BIO EXTRATUS ACIDO HIAL MASTIG C/30CP"",""Mais Hidra Renov Ácido Hialurônico Bluberry + Menta com 30"",""SUPLEMENTO DE VITAMINAS BIO EXTRATUS MAIS HIDRA 30CPR""}"
7898132988814,"{""BOOSTER VITAMINAS A E 40ML"",""BIO EXTRATUS VITAMINA A + E 40ML ( UN )"",""VITAMINA BIO EXTR.A+E 40ML""}"
7898133133770,"{""OSTEOFIX 600+D 200UIC/60 CPR REV 1500MG+200UI"",""OSTEOFIX D 1500 MG 60 CPR (CARB CALCIO + VITAM D)"",""OSTEOFIX 1500MG X 600 CPR ()""}"
7898133134685,"{""OSTEOFIXC/60 CPR REV 1250MG+200UI"",""OSTEOFIX 500 MG + D CX C/ 60 C"",""OSTEOFIX 1250MG X 60 CPR (NAT)""}"
7898133135163,"{""STARFOR C 1 G + 1 G C/ 10 CP EFV"",""VITAMINA C STARFOR C 1000 MG C/ 10 CPR EFERV (-)"",""STARFOR C 1G X 10 CPR (NAT)""}"
7898133135606,"{""Vitamina E 400mg com 30 Cápsulas"",""VITA E VITAMIN E 400 UI C/ 30 CAP GEL NATULAB"",""VITAMINA 400MG X 30 CPR (NAT)""}"
7898133135699,"{""Suplemento Calciovital B12 Suspensão de Uso Oral 250ml"",""SUPL ALIM CALCIOVITAL SUSPENSAO 250ML""}"
7898133136450,"{""Varivax 100mg com 30 Comprimidos"",""VARIVAX 100 MG C/ 30 CPR - 100 MG C/ 30 CPR -"",""VARIVAX 100MG X 30 CPR (NAT)""}"
7898133136481,"{""Viter C 500mg com 20 Comprimidos"",""VITER C 500 MG CX 20 COMP ( UN )"",""VITER C 500MG X 10 CPR (NAT)""}"
7898133136535,"{""Afolic 5mg com 20 Comprimidos Revestidos"",""AFOLIC 5 MG C/ 20 CPR - ACIDO FOLICO 5 MG 20 CPR"",""AFOLIC 5MG X 20 CPR (NAT)""}"
7898133137242,"{""VALESSONE C/ 20 CP"",""VALESSONE 225,75 MG C/ 20 CPR - NT"",""VALESSONE 5MG X 20 CPR (NAT)""}"
7898133137297,"{""Hidraplex Pó para Solução de Uso Oral Sabor Água de Coco co"",""HIDRAPLEX DISPLAY 4 ENV PO COM 27,9G SB AGUA DE CO CX C/ 4"",""HIDRAPLEX  X 27.9 G (NAT)""}"
7898133137549,"{""Comple B 9,532mg + 1,049mg + 3,039mg + 12,5mg com 50 Compri"",""Comple B 9,532mg + 1,049mg + 3,039mg + 12,5mg Com 50 Compri"",""COMPLE B  X 50 CPR (NAT)""}"
7898135996458,"{""LIPO DRENE HD C/60 CAPS"",""SUPLEMENTO EXX NUTRITION LIPO DRENE HD 60 CAPSULA UN"",""SUPLEMENTO ALIM LIPODRENE EXX 36GR 60 CAPSULAS""}"
7898135997240,"{""SUPLEMENTO EXX NUTRITIO MULTI MULHER 60UN"",""SUPLEMENTO EXX NUTRITION MULTIVITAMINICO MULTI MUL 60 CAPSU"",""SUPL ALIM MULT EXX NUTRITION MULTIVITAMINICO FEMININO 60UN""}"
7898142064522,"{""SPIRULINA FAZENDA TAMANDUÁ PÓ 50G""}"
7898145641379,"{""Renoforce Própolis Vitamina C Zinco 500mg com 60 Cápsulas"",""Renoforce Pr??polis Vitamina C Zinco 500mg com 60 C??psulas"",""SUPL ALIM RENOFORCE PROPOLIS ZINCO 60UN""}"
7898145641928,"{""Caphair Premium com 60 Cápsulas"",""VITAMINA CAPHAIR 500MG C60 CA VITAMINA CAPHAIR 500MG C"",""SUPLEMENTO ALIMENTAR CAPHAIR PREMIUM 500MG 60 CAPSULAS""}"
7898145643069,"{""Natus Viron Vitamina C + Zinco com 60 Cápsulas"",""NATUS VIRON VITAC + ZINCO 600MG 60 CAPS VITAC + ZI"",""NATUS VIRON VITAMINA C + ZINCO COM 60 CÁPSULAS""}"
7898145643175,"{""MEDMAXIMO AZ 60 CAPSULAS"",""MULTIVITAMINICO MEDMAXIMO AZ 60CP""}"
7898145643588,"{""CENTVITA VITAMINA C+ZINCO 10 T"",""CENTVITA CPR E VC+Z L X 10"",""SUPL ALIM VITAMINA C ZINCO CENTVITA 10UN""}"
7898145644226,"{""CENTVITA MAGNESIO DIMALATO 500"",""CENTVITA MAGNESIO DIMALATO 500MG 60 COMPR."",""SUPL ALIM MAGNESIO DIMALATO CENTVITA COMPRIMIDO 60UN""}"
7898145644233,"{""CENTVITA CURCUMA PLUS 500 MG 6"",""CENTVITA CURCUMA PLUS 500 MG 60 COMPR"",""SUPLEMENTO ALIM CENTVITA CURCUMA PLUS 500MG 60CPRS""}"
7898145644417,"{""RENOFORCE MAGNESIO TREONATO 500MG 60 CAPS"",""RENOFORCE MAGNESIO TREONATO 500MG C/60 C,"",""SUPL ALIM RENOFORCE MAGNESIO TREONATO ERVAS 60UN""}"
7898146828953,"{""SINTEZYSC/1 CPR 150MG"",""SINTEZYS 150 MG C/ 1 CP"",""SINTEZYS 150MG C/1 CPR""}"
7898148294794,"{""Ionclor Solução Oral 100ml"",""IONCLOR 60MG/ML XAROPE+COPO MEDIDOR  100ML""}"
7898149620028,"{""Canela de Velho Bell Corpus com 60 Cápsulas"",""BELL CORPUS CANELA DE VELHO 60CP""}"
7898152461441,"{""CLORETO DE MAG PA 500MG 100CAP"",""(*)CLORETO MAGNESIO P.A 500MG CPS VEGETAIS C/100 - A E C"",""SUPL ALIM CLORETO DE MAGNESIO ERVAS 100UN""}"
7898152463124,"{""MULTIPLEN A-Z C/60 CAPS"",""MULTIPLEN A-Z CPS C/60 - A E C"",""SUPL ALIM MULT MULTIPLEN AZ X 60 CAPS""}"
7898152463155,"{""A-Z SENIOR C/60 CAPS"",""MULTIPLEN SENIOR CPR C/60 - A"",""SUPL ALIM MULT MULTIPLEN SENIOR X 60CPRS""}"
7898152467177,"{""MOVETOR HMB C90 CP"",""MOVETOR HMB CPR REV C/90 - ARBOPHARMA"",""SUP ALI MOVETOR HBM 90CPR""}"
7898152467252,"{""FLEBOFITO 50MG 30CP"",""FLEBOFITO 50 MG C/30 CP -EXTR. SECO PINUS PINASTER"",""SUPL ALIM 50MG COMPRIMIDOS 30UN""}"
7898152467276,"{""FLEBOFITO PLUS+ CPR C/30"",""FLEBOFITO EXT PINUS PINASTER+CUR 50+80MG 30CP"",""SUPL ALIM FLEBOFITO COP PLUS X 30CPR""}"
7898153620434,"{""OLEO APIERVAS GERME TRIGO 250MG 60CAPS""}"
7898154460435,"{""LUT 10C/60 CAPS 10MG"",""LUT 10 10 MG C/ 60 CAP GEL MOLE"",""LUT10 10MG X 60 CPR ()""}"
7898154460510,"{""DRY LINC/60 CAPS 1000MG"",""DRY LIN OMEGA 3 6 9 C/60 CAPSULAS C/ 60 CAP GEL MOLE"",""DRYLIN  X 60 CPR ()""}"
7898158496713,"{""SUP D-VASTER POWER SUPPLEMENTS FRUTA ALIENIGENA C/300G"",""D-VASTER PO PR TR F A 300.0 G X 1"",""SUPLEMENTO TESTO-GH BODY NUTRY  C/120CAPS 1UN""}"
7898158498786,"{""Desodalina 600mg com 60 Cápsulas"",""DESODALINA 60 CAPS - POWER SUPLEMENTOS ( UN )"",""DESODALINA 60CAPS""}"
7898158691750,"{""Suplemento Vitamínico Gerilon 60 Cápsulas Gelatinosas Moles"",""GERILON 60CAP GEL MOLE, C/ 60 CAP GEL MOLE"",""GERILON  X 60 CPR (CIF)""}"
7898158693877,"{""TRIDENT FRESH"",""TRESSLIV ZINCO CAIXA 30CP""}"
7898158694089,"{""Vitergyl C Vitamina C com 10 Comprimidos Efervescentes"",""VITERGYL C 1G COM EFEV CT ENV ALU TB PLAS X 10"",""SUPL ALIM VITERGYL CIF EFEREVESCENTE X 10CPRS""}"
7898161101499,"{""Fito Ervas Líquido Suplemento Mel Agrião 200ml"",""SUPLEM. ALIMENTAR SAB MEL E AGRIAO 200 ML FITOE"",""SUPLEMENTO MEL AGRIAO 200ML""}"
7898161106012,"{""Vitavan Hair com 60 Cápsulas"",""VITAVAN C CAPS. HAIR C60"",""VITAVAN  X 60 CPR ()""}"
7898161108818,"{""VIT C VITAVAN FITOERVAS GTS C/ 30ML"",""VITAMINA C (VITAVAN C) GTS C/ 30 ML (FITOE)"",""SUPL ALIM VITAVAN VITAMINA GOTAS 30ML""}"
7898161110200,"{""Fito Ervas Líquido Suplemento Mel Limão Eucalipto 200ml"",""SUPLEM. ALIMENTAR SAB MEL LIMAO EUCALIPTO 200 ML (FITOE)"",""SUPLEMENTO MEL LIMAO EUCALIPTO 200ML""}"
7898161110231,"{""Fito Ervas Líquido Suplemento Roma 200ml"",""SUPLEM. ALIMENTAR 200ML SAB ROMA ( UN )"",""SUPLEMENTO ROMA 200ML""}"
7898161110552,"{""ENERGIN VITAMINA C GOTAS 20ML"",""CALCIPLUS D3 X 60CAPS""}"
7898161114918,"{""Vitavan Senior 50 + com 60 Cápsulas"",""VITAVAN SENIOR C/60 CAPS ( UN )"",""VITAVAN  X 60 CPR ()""}"
7898161123880,"{""SOSVIT A Z 60 CAPS"",""VITAMINA SOSVIT A Z 60CAPS""}"
7898161132585,"{""ENERGIN CLORETO P.A 60CAPS 600MG"",""SUPL ALIM ENERGIN .CLORETO P A 600MG X 60CAPS""}"
7898161140313,"{""SOSVIT MULHER 60 CAPS"",""VITAMINA SOS VITA MULHER 60 CAPS""}"
7898161159766,"{""SOSVIT VIT C + ZINCO 30 CAPS""}"
7898161182313,"{""SOSVIT HOMEM C/ 60 CAP"",""SOSVIT HOMEM 60CP""}"
7898161186106,"{""SOSVIT HAIR C/ 60 CAP"",""SUPL ALIM SOSVIT HAIR 60CP""}"
7898161187080,"{""COLIFLAX MULHER BISNAGA 30G"",""QUINOVA COLIFLAX MULHER CR TERMICO ALIVIO COLICA BISNAGA 30G"",""COLIFLAX  X 30 G ()""}"
7898161188667,"{""SOSVIT SENIOR  COM 60 CAPS"",""SOSVIT SENIOR 60CP""}"
7898161243755,"{""VITAMINA C+COLAGENO+ZINCO 60CA"",""VITAMINA C + COLAGENO E ZINCO"",""SUPL ALIM ZINCO VITAMINA COLAGENO""}"
7898162680375,"{""EXTRATO DE PROPOLIS VERMELHO 20% 30 ML F"",""VITAMINA E MINERAL EXTRATO DE PROPOLIS VERMELHO 20% 30ML""}"
7898164150067,"{""OLEO DE PRIMULA PRO SAUDE 500MG 60 CAPS"",""PRIMULA 500MG 60CP""}"
7898164150111,"{""LICOPENO + SELENIO PRO SAUDE C/ 60 CAPS"",""PS OLEO DE PEIXE, LINHACA E BORRAGEM (OMEGA 3,6,9) 60CAP"",""SUPL ALIM PEIXE OLEO DE LINHACA E BORRAGEM OMEGA CAP 60UN""}"
7898164150128,"{""OMEGA 3 PRO SAUDE 60CAP C/ 1000MG"",""SUPL ALIM OMEGA 3 CAP 60UN""}"
7898164150302,"{""OMEGA3 BHF OLEO DE PEIXE C120"",""SUPL ALIM OMEGA 3 BHF 120UN""}"
7898164154003,"{""Vedis Bastão Manteiga de Cacau com Equinacea Grêmio 3.6g"",""Vedis Bastão Manteiga De Cacau Com Equinacea Grêmio 3.6g"",""PROPHARMACOS COMPLEXO B 250MG 60CP""}"
7898168001617,"{""VIVACE BLEUC/30 CAPS"",""Suplemento Vitamínico Vivace Bleu Bausch + Lomb com 30 Cáps"",""VIVACE BLEU 30 CPS VAL""}"
7898170101862,"{""CLORETO DE MAGNESIO P.A 60 CPS 400 MG FLORAL ERVAS"",""CLORETO DE MAGNESIO 400MG P. A 60 CAPS  FLORAL ERVAS"",""CLORETO DE MAGNESIO FLORAL ERVAS 400MG 60CPS""}"
7898170102531,"{""Supramil Testo com 60 Cápsulas"",""SUPLEMENTO ALIM TESTO SUPRAMIL 60 CAPS""}"
7898170102692,"{""Energy Testo com 60 Cápsulas"",""ENERGY TESTO 60 CAPS 500MG FLORAL ERVAS"",""SUPLLEMENTO ALIM ENERGY TESTO CAIXA 60 CAPSULAS""}"
7898170102883,"{""Curcondromax com 60 Cápsulas"",""CURCONDROMAX - 60 CAPS 500MG - FLORAL ERVAS"",""CURCONDROMAX 500MG FRASCO 60 CAPSULAS""}"
7898170102920,"{""OMEGA 3 1000MG 120CAPS EPADHA"",""OLEO DE PEIXE OMEGA 3 - 120 CAPS"",""SUPL ALIM FLORA ERVAS OLEO DE PEIXE 120CP""}"
7898170655228,"{""LEITE TERM AMLA INDIAN VITISS C/140 ML"",""VITISS SP L T AM EL 140.0 ML X 1"",""LEITE TERMOATIVO VITISS AMLA 140ML""}"
7898171287312,"{""OMEGA PLUS TIARAJU 60CPS"",""OMEGA PLUS (3, 6, 9) 1.250 MG 70 CPS  T"",""OMEGA PLUS 3,6 E9 TIARAJU 60 CAPSULAS""}"
7898171287435,"{""OLEO DE CARTAMO 60 CAPS 1250MG TIARAJU""}"
7898171287497,"{""SUPL ALIM OLEO DE CHIA 500MG TIARAJU 70CAPS""}"
7898171287510,"{""OLEO DE LINHACA DOURADA 1000MG TIARAJU 60CAPS""}"
7898171287541,"{""OLEO 1250MG TIARAJURA COCO VITAMINA E 60 CP""}"
7898171287565,"{""CHIP TIM"",""Cápsulas de Chá Verde Nutrivitalidade com 60 Unidades"",""CHA VERDE 500MG TIARAJU 100 CAPS""}"
7898171290657,"{""TIARAJU CHA VER"",""Chá Verde 60 + 10 Grátis 300mg Com 70 Cápsulas"",""CHA VERDE 300MG TIARAJU 70 CAPS""}"
7898171780028,"{""GOJI BERRY 60CPS PRAIA MAR"",""GOJI BERRY C/ PICOLINATO DE CROMO 500MG""}"
7898171780288,"{""LECITINA DE SOJA 50 CAPS 500MG""}"
7898171780400,"{""OLEO ALHO 60+10CAP 500MG TIARAJU"",""OLEO DE ALHO 500 MG 60+10 CAPS TIARAJU""}"
7898171780639,"{""SUP ZINCO 60 CAP"",""ZINCO QUELATO 29 59 MG 60 COMP TIARAJU"",""ZINCO TIARAJU 250MG 60CP""}"
7898171780882,"{""VITAL C FORT 60SOFTGEL 500MG TIARAJU""}"
7898171780998,"{""ZINCO_QUELATO_29_59MG_60CPR"",""Zinco Quelato 29.5mg com 60 Cápsulas"",""ZINCO QUELATO 29.5MG X 60 CPR ()""}"
7898171781537,"{""VITAMINA D3 ULTRA 60 CAPS 2000"",""SUPL ALIMENTAR VITAMINA D3 TIARAJU EM CAPSULAS 60CAP"",""SUPL ALIM TIARAJU VITAMINA CAPSULA CAP 60UN""}"
