SKU;Cod.Empresa;Empresa;Descripcion Minorista;RUBRO;Fecha Ult.Mov
5060632508515;83363;PP XAXIM;SYSTEN SEQUIC/8 ADES 50+50+170MCG/DIA;SIN ASIGNAR(M);2024-02-28 00:00:00.0
5060632508508;83363;PP XAXIM;SYSTEN CONTIC/8 ADES 50+170MCG/DIA;SIN ASIGNAR(M);2025-05-22 00:00:00.0
7898687732993;83088;PP CTBA BOQUEIRÃO;DAMATERC/30 CAPS;SIN ASIGNAR(M);2023-10-26 00:00:00.0
7898149934514;83088;PP CTBA BOQUEIRÃO;CIPROTERONA BERGAMOC/20 CPR 50MG GEN;SIN ASIGNAR(M);2025-08-27 00:00:00.0
7898074617612;83088;PP CTBA BOQUEIRÃO;FLUIMUCILC/16 CPR EFERV 600MG;SIN ASIGNAR(M);2025-02-11 00:00:00.0
7898074613430;83088;PP CTBA BOQUEIRÃO;FLUIMUCILC/16 CPR EFERV 200MG;SIN ASIGNAR(M);2022-11-02 00:00:00.0
7898049795260;83088;PP CTBA BOQUEIRÃO;ACECLOFENACO VITAMEDICC/12 CPR REV 100MG GEN;SIN ASIGNAR(M);2025-10-03 00:00:00.0
7897595635198;83088;PP CTBA BOQUEIRÃO;ACICLOVIR SANDOZC/50 CPR 200MG GEN;SIN ASIGNAR(M);2024-03-26 00:00:00.0
7897595602503;83088;PP CTBA BOQUEIRÃO;HERPESILC/25 CPR 200MG;SIN ASIGNAR(M);2025-09-01 00:00:00.0
7896658001680;83088;PP CTBA BOQUEIRÃO;VITA E ACHEC/30 CAPS 400MG;SIN ASIGNAR(M);2024-03-20 00:00:00.0
7896241265543;83088;PP CTBA BOQUEIRÃO;SUPREMAC/28 CPR REV 2+1MG;SIN ASIGNAR(M);2025-07-03 00:00:00.0
7896112400554;83088;PP CTBA BOQUEIRÃO;DTN-FOLC/90 CAPS 400MCG+10MG;SIN ASIGNAR(M);2024-02-20 00:00:00.0
7896094208506;83088;PP CTBA BOQUEIRÃO;NATIFA PRO UBDC/28 CPR REV 0,5+0,1MG;SIN ASIGNAR(M);2025-09-04 00:00:00.0
7896094201477;83088;PP CTBA BOQUEIRÃO;NATIFA PROC/28 CPR REV 1+0,5MG;SIN ASIGNAR(M);2025-09-05 00:00:00.0
7896006290667;83088;PP CTBA BOQUEIRÃO;STER MD10ML SUSP OFT 1,2MG/ML;SIN ASIGNAR(M);2025-08-08 00:00:00.0
7896006245339;83088;PP CTBA BOQUEIRÃO;DIAMOXC/30 CPR 250MG;SIN ASIGNAR(M);2025-09-04 00:00:00.0
7896006245322;83088;PP CTBA BOQUEIRÃO;DIAMOXC/25 CPR 250MG;SIN ASIGNAR(M);2023-05-26 00:00:00.0
7896006201731;83088;PP CTBA BOQUEIRÃO;PRIMOSISTONC/30 CPR 2+0,01MG;SIN ASIGNAR(M);2025-08-25 00:00:00.0
7896006201717;83088;PP CTBA BOQUEIRÃO;PRIMOLUT NOR 10C/30 CPR 10MG;SIN ASIGNAR(M);2025-08-15 00:00:00.0
7896004775043;83088;PP CTBA BOQUEIRÃO;ACICLOVIR EMSC/30 CPR 400MG GEN;SIN ASIGNAR(M);2025-08-21 00:00:00.0
7896004722122;83088;PP CTBA BOQUEIRÃO;ACECLOFENACO EMSC/12 CPR REV 100MG GEN;SIN ASIGNAR(M);2025-02-17 00:00:00.0
7894916503761;83088;PP CTBA BOQUEIRÃO;AGLUCOSEC/30 CPR 100MG;SIN ASIGNAR(M);2022-11-29 00:00:00.0
7891721202407;83088;PP CTBA BOQUEIRÃO;ACICLOVIR MERCKC/30 CPR 200MG GEN;SIN ASIGNAR(M);2023-08-30 00:00:00.0
7891721202391;83088;PP CTBA BOQUEIRÃO;ACICLOVIR MERCKC/30 CPR 400MG GEN;SIN ASIGNAR(M);2025-09-06 00:00:00.0
7891317411923;83088;PP CTBA BOQUEIRÃO;PROFLAMC/12 CPR REV 100MG;SIN ASIGNAR(M);2022-12-29 00:00:00.0
7891317020002;83088;PP CTBA BOQUEIRÃO;ACECLOFENACO EUROC/12 CPR REV 100MG GEN;SIN ASIGNAR(M);2025-07-11 00:00:00.0
7891317014773;83088;PP CTBA BOQUEIRÃO;EMAMAC/30 CAPS 400MG;SIN ASIGNAR(M);2025-06-05 00:00:00.0
7891317001513;83088;PP CTBA BOQUEIRÃO;ACICLOVIR EUROC/25 CPR 200MG GEN;SIN ASIGNAR(M);2025-08-27 00:00:00.0
7891268106213;83088;PP CTBA BOQUEIRÃO;PROVERAC/14 CPR 10MG;SIN ASIGNAR(M);2025-02-12 00:00:00.0
7891142128638;83088;PP CTBA BOQUEIRÃO;CELESTONE SOLUSPAN1ML SUSP INJ 3+3MG/ML;SIN ASIGNAR(M);2025-01-08 00:00:00.0
7891106000956;83088;PP CTBA BOQUEIRÃO;BAYCUTEN N40GR CR 10+0,4MG;SIN ASIGNAR(M);2025-09-02 00:00:00.0
7890282800015;83088;PP CTBA BOQUEIRÃO;ADEFORTE3ML SOL ORAL;SIN ASIGNAR(M);2023-09-14 00:00:00.0
5060632508508;83088;PP CTBA BOQUEIRÃO;SYSTEN CONTIC/8 ADES 50+170MCG/DIA;SIN ASIGNAR(M);2025-08-04 00:00:00.0
7898149934514;83098;PP SANTA MARIA;CIPROTERONA BERGAMOC/20 CPR 50MG GEN;SIN ASIGNAR(M);2025-09-08 00:00:00.0
7898074617612;83098;PP SANTA MARIA;FLUIMUCILC/16 CPR EFERV 600MG;SIN ASIGNAR(M);2025-06-07 00:00:00.0
7898049795260;83098;PP SANTA MARIA;ACECLOFENACO VITAMEDICC/12 CPR REV 100MG GEN;SIN ASIGNAR(M);2026-01-21 00:00:00.0
7897595635198;83098;PP SANTA MARIA;ACICLOVIR SANDOZC/50 CPR 200MG GEN;SIN ASIGNAR(M);2025-05-06 00:00:00.0
7897595604460;83098;PP SANTA MARIA;ZZLECTRUM1,5ML PO LIOF+SOL DIL 3,75MG;SIN ASIGNAR(M);2026-07-13 00:00:00.0
7897595602503;83098;PP SANTA MARIA;HERPESILC/25 CPR 200MG;SIN ASIGNAR(M);2022-11-19 00:00:00.0
7896658001680;83098;PP SANTA MARIA;VITA E ACHEC/30 CAPS 400MG;SIN ASIGNAR(M);2023-06-13 00:00:00.0
7896523227092;83098;PP SANTA MARIA;ACECLOFENACO CIMEDC/12 CPR REV 100MG GEN;SIN ASIGNAR(M);2022-11-05 00:00:00.0
7896241265543;83098;PP SANTA MARIA;SUPREMAC/28 CPR REV 2+1MG;SIN ASIGNAR(M);2025-07-05 00:00:00.0
7896112400554;83098;PP SANTA MARIA;DTN-FOLC/90 CAPS 400MCG+10MG;SIN ASIGNAR(M);2024-08-19 00:00:00.0
7896112116929;83098;PP SANTA MARIA;TEUTOVIT EC/30 CAPS 400MG;SIN ASIGNAR(M);2023-08-21 00:00:00.0
7896094208506;83098;PP SANTA MARIA;NATIFA PRO UBDC/28 CPR REV 0,5+0,1MG;SIN ASIGNAR(M);2025-03-19 00:00:00.0
7896094201477;83098;PP SANTA MARIA;NATIFA PROC/28 CPR REV 1+0,5MG;SIN ASIGNAR(M);2025-09-03 00:00:00.0
7896006290667;83098;PP SANTA MARIA;STER MD10ML SUSP OFT 1,2MG/ML;SIN ASIGNAR(M);2025-02-15 00:00:00.0
7896006245339;83098;PP SANTA MARIA;DIAMOXC/30 CPR 250MG;SIN ASIGNAR(M);2025-09-08 00:00:00.0
7896006245322;83098;PP SANTA MARIA;DIAMOXC/25 CPR 250MG;SIN ASIGNAR(M);2023-06-14 00:00:00.0
7896006201731;83098;PP SANTA MARIA;PRIMOSISTONC/30 CPR 2+0,01MG;SIN ASIGNAR(M);2025-08-23 00:00:00.0
7896006201717;83098;PP SANTA MARIA;PRIMOLUT NOR 10C/30 CPR 10MG;SIN ASIGNAR(M);2023-10-04 00:00:00.0
7896004775043;83098;PP SANTA MARIA;ACICLOVIR EMSC/30 CPR 400MG GEN;SIN ASIGNAR(M);2023-05-04 00:00:00.0
7896004722122;83098;PP SANTA MARIA;ACECLOFENACO EMSC/12 CPR REV 100MG GEN;SIN ASIGNAR(M);2025-06-04 00:00:00.0
7894916503754;83098;PP SANTA MARIA;AGLUCOSEC/30 CPR 50MG;SIN ASIGNAR(M);2023-02-09 00:00:00.0
7891721202407;83098;PP SANTA MARIA;ACICLOVIR MERCKC/25 CPR 200MG GEN;SIN ASIGNAR(M);2023-07-05 00:00:00.0
7891721202391;83098;PP SANTA MARIA;ACICLOVIR MERCKC/30 CPR 400MG GEN;SIN ASIGNAR(M);2025-11-07 00:00:00.0
7891317411923;83098;PP SANTA MARIA;PROFLAMC/12 CPR REV 100MG;SIN ASIGNAR(M);2023-12-21 00:00:00.0
7891317001513;83098;PP SANTA MARIA;ACICLOVIR EUROC/25 CPR 200MG GEN;SIN ASIGNAR(M);2023-01-27 00:00:00.0
7891142128638;83098;PP SANTA MARIA;CELESTONE SOLUSPAN1ML SUSP INJ 3+3MG/ML;SIN ASIGNAR(M);2024-04-22 00:00:00.0
7891106000956;83098;PP SANTA MARIA;BAYCUTEN N40GR CR 10+0,4MG;SIN ASIGNAR(M);2025-08-18 00:00:00.0
7890282800015;83098;PP SANTA MARIA;ADEFORTE3ML SOL ORAL;SIN ASIGNAR(M);2023-08-29 00:00:00.0
5060632508508;83098;PP SANTA MARIA;SYSTEN CONTIC/8 ADES 50+170MCG/DIA;SIN ASIGNAR(M);2025-08-07 00:00:00.0
7898687732993;83256;PP TIJUCAS KOMPRÃO;DAMATERC/30 CAPS;SIN ASIGNAR(M);2023-08-24 00:00:00.0
7898074616943;83256;PP TIJUCAS KOMPRÃO;FLUIMUCIL20ML SOL NAS 11,5MG/ML;SIN ASIGNAR(M);2023-06-17 00:00:00.0
7897595635198;83256;PP TIJUCAS KOMPRÃO;ACICLOVIR SANDOZC/50 CPR 200MG GEN;SIN ASIGNAR(M);2025-04-01 00:00:00.0
7897595602503;83256;PP TIJUCAS KOMPRÃO;HERPESILC/25 CPR 200MG;SIN ASIGNAR(M);2025-07-01 00:00:00.0
7896658001680;83256;PP TIJUCAS KOMPRÃO;VITA E ACHEC/30 CAPS 400MG;SIN ASIGNAR(M);2025-08-01 00:00:00.0
7896523227092;83256;PP TIJUCAS KOMPRÃO;ACECLOFENACO CIMEDC/12 CPR REV 100MG GEN;SIN ASIGNAR(M);2023-02-13 00:00:00.0
7896241265543;83256;PP TIJUCAS KOMPRÃO;SUPREMAC/28 CPR REV 2+1MG;SIN ASIGNAR(M);2024-02-11 00:00:00.0
7896112400554;83256;PP TIJUCAS KOMPRÃO;DTN-FOLC/90 CAPS 400MCG+10MG;SIN ASIGNAR(M);2024-07-03 00:00:00.0
7896112116929;83256;PP TIJUCAS KOMPRÃO;TEUTOVIT EC/30 CAPS 400MG;SIN ASIGNAR(M);2024-03-22 00:00:00.0
7896094208506;83256;PP TIJUCAS KOMPRÃO;NATIFA PRO UBDC/28 CPR REV 0,5+0,1MG;SIN ASIGNAR(M);2023-04-07 00:00:00.0
7896094201477;83256;PP TIJUCAS KOMPRÃO;NATIFA PROC/28 CPR REV 1+0,5MG;SIN ASIGNAR(M);2025-09-07 00:00:00.0
7896006290667;83256;PP TIJUCAS KOMPRÃO;STER MD10ML SUSP OFT 1,2MG/ML;SIN ASIGNAR(M);2025-08-07 00:00:00.0
7896006245339;83256;PP TIJUCAS KOMPRÃO;DIAMOXC/30 CPR 250MG;SIN ASIGNAR(M);2025-08-06 00:00:00.0
7896006245322;83256;PP TIJUCAS KOMPRÃO;DIAMOXC/25 CPR 250MG;SIN ASIGNAR(M);2023-06-21 00:00:00.0
7896006201731;83256;PP TIJUCAS KOMPRÃO;PRIMOSISTONC/30 CPR 2+0,01MG;SIN ASIGNAR(M);2025-09-03 00:00:00.0
7896006201717;83256;PP TIJUCAS KOMPRÃO;PRIMOLUT NOR 10C/30 CPR 10MG;SIN ASIGNAR(M);2025-07-28 00:00:00.0
7896004775043;83256;PP TIJUCAS KOMPRÃO;ACICLOVIR EMSC/30 CPR 400MG GEN;SIN ASIGNAR(M);2025-07-21 00:00:00.0
7896004722122;83256;PP TIJUCAS KOMPRÃO;ACECLOFENACO EMSC/12 CPR REV 100MG GEN;SIN ASIGNAR(M);2025-08-26 00:00:00.0
7895858017002;83256;PP TIJUCAS KOMPRÃO;ZZFLORINEFEC/100 CPR 0,1MG;SIN ASIGNAR(M);2023-04-27 00:00:00.0
7894916503754;83256;PP TIJUCAS KOMPRÃO;AGLUCOSEC/30 CPR 50MG;SIN ASIGNAR(M);2025-06-06 00:00:00.0
7891721202391;83256;PP TIJUCAS KOMPRÃO;ACICLOVIR MERCKC/30 CPR 400MG GEN;SIN ASIGNAR(M);2025-08-08 00:00:00.0
7891721023484;83256;PP TIJUCAS KOMPRÃO;ACICLOVIR MERCKC/30 CPR 400MG GEN;SIN ASIGNAR(M);2022-04-28 00:00:00.0
7891317411923;83256;PP TIJUCAS KOMPRÃO;PROFLAMC/12 CPR REV 100MG;SIN ASIGNAR(M);2025-08-02 00:00:00.0
7891317020002;83256;PP TIJUCAS KOMPRÃO;ACECLOFENACO EUROC/12 CPR REV 100MG GEN;SIN ASIGNAR(M);2025-08-26 00:00:00.0
7891317014773;83256;PP TIJUCAS KOMPRÃO;EMAMAC/30 CAPS 400MG;SIN ASIGNAR(M);2025-07-02 00:00:00.0
7891317001513;83256;PP TIJUCAS KOMPRÃO;ACICLOVIR EUROC/25 CPR 200MG GEN;SIN ASIGNAR(M);2025-08-30 00:00:00.0
7891268106213;83256;PP TIJUCAS KOMPRÃO;PROVERAC/14 CPR 10MG;SIN ASIGNAR(M);2025-07-05 00:00:00.0
7891142128638;83256;PP TIJUCAS KOMPRÃO;CELESTONE SOLUSPAN1ML SUSP INJ 3+3MG/ML;SIN ASIGNAR(M);2024-08-12 00:00:00.0
7891106000956;83256;PP TIJUCAS KOMPRÃO;BAYCUTEN N40GR CR 10+0,4MG;SIN ASIGNAR(M);2025-06-25 00:00:00.0
7890282800015;83256;PP TIJUCAS KOMPRÃO;ADEFORTE3ML SOL ORAL;SIN ASIGNAR(M);2023-09-20 00:00:00.0
5060632508508;83256;PP TIJUCAS KOMPRÃO;SYSTEN CONTIC/8 ADES 50+170MCG/DIA;SIN ASIGNAR(M);2025-07-16 00:00:00.0
7898687732993;83101;PP CTBA GUABIROTUBA;DAMATERC/30 CAPS;SIN ASIGNAR(M);2023-10-02 00:00:00.0
7898149934514;83101;PP CTBA GUABIROTUBA;CIPROTERONA BERGAMOC/20 CPR 50MG GEN;SIN ASIGNAR(M);2025-08-26 00:00:00.0
7898149932183;83101;PP CTBA GUABIROTUBA;FEMIGESTROLC/30 CPR 160MG;SIN ASIGNAR(M);2021-10-01 00:00:00.0
7898074617612;83101;PP CTBA GUABIROTUBA;FLUIMUCILC/16 CPR EFERV 600MG;SIN ASIGNAR(M);2025-08-23 00:00:00.0
7898074616943;83101;PP CTBA GUABIROTUBA;FLUIMUCIL20ML SOL NAS 11,5MG/ML;SIN ASIGNAR(M);2023-09-03 00:00:00.0
7898074613430;83101;PP CTBA GUABIROTUBA;FLUIMUCILC/16 CPR EFERV 200MG;SIN ASIGNAR(M);2024-07-17 00:00:00.0
7898074611276;83101;PP CTBA GUABIROTUBA;FLUIMUCILC/60 CPR EFERV 600MG;SIN ASIGNAR(M);2025-06-04 00:00:00.0
7898049795260;83101;PP CTBA GUABIROTUBA;ACECLOFENACO VITAMEDICC/12 CPR REV 100MG GEN;SIN ASIGNAR(M);2025-08-04 00:00:00.0
7897595639134;83101;PP CTBA GUABIROTUBA;ACICLOVIR SANDOZC/60 CPR 400MG GEN;SIN ASIGNAR(M);2025-06-30 00:00:00.0
7897595639066;83101;PP CTBA GUABIROTUBA;ACICLOVIR NOVARTISC/30 CPR 400MG GEN;SIN ASIGNAR(M);2025-08-26 00:00:00.0
7897595635198;83101;PP CTBA GUABIROTUBA;ACICLOVIR SANDOZC/50 CPR 200MG GEN;SIN ASIGNAR(M);2025-08-05 00:00:00.0
7897595604460;83101;PP CTBA GUABIROTUBA;LECTRUM1,5ML PO LIOF+SOL DIL 3,75MG;SIN ASIGNAR(M);2025-09-01 00:00:00.0
7897595602503;83101;PP CTBA GUABIROTUBA;HERPESILC/25 CPR 200MG;SIN ASIGNAR(M);2025-09-03 00:00:00.0
7897316802861;83101;PP CTBA GUABIROTUBA;PRED MILD10ML COLI 0,12%;SIN ASIGNAR(M);2024-12-22 00:00:00.0
7897076909343;83101;PP CTBA GUABIROTUBA;ACECLOFENACO RANBAXYC/24 CPR REV 100MG GEN;SIN ASIGNAR(M);2024-03-14 00:00:00.0
7897076909312;83101;PP CTBA GUABIROTUBA;ACECLOFENACO RANBAXYC/12 CPR REV 100MG GEN;SIN ASIGNAR(M);2025-05-30 00:00:00.0
7896658001680;83101;PP CTBA GUABIROTUBA;VITA E ACHEC/30 CAPS 400MG;SIN ASIGNAR(M);2025-09-07 00:00:00.0
7896241265543;83101;PP CTBA GUABIROTUBA;SUPREMAC/28 CPR REV 2+1MG;SIN ASIGNAR(M);2025-09-05 00:00:00.0
7896165600055;83101;PP CTBA GUABIROTUBA;DDAVPC/30 CPR 0,2MG;SIN ASIGNAR(M);2025-06-11 00:00:00.0
7896165600048;83101;PP CTBA GUABIROTUBA;DDAVPC/30 CPR 0,1MG;SIN ASIGNAR(M);2025-06-20 00:00:00.0
7896112400554;83101;PP CTBA GUABIROTUBA;DTN-FOLC/90 CAPS 400MCG+10MG;SIN ASIGNAR(M);2024-04-17 00:00:00.0
7896112116929;83101;PP CTBA GUABIROTUBA;TEUTOVIT EC/30 CAPS 400MG;SIN ASIGNAR(M);2024-04-23 00:00:00.0
7896094208506;83101;PP CTBA GUABIROTUBA;NATIFA PRO UBDC/28 CPR REV 0,5+0,1MG;SIN ASIGNAR(M);2025-08-05 00:00:00.0
7896094201477;83101;PP CTBA GUABIROTUBA;NATIFA PROC/28 CPR REV 1+0,5MG;SIN ASIGNAR(M);2025-09-02 00:00:00.0
7896006290667;83101;PP CTBA GUABIROTUBA;STER MD10ML SUSP OFT 1,2MG/ML;SIN ASIGNAR(M);2025-07-17 00:00:00.0
7896006245339;83101;PP CTBA GUABIROTUBA;DIAMOXC/30 CPR 250MG;SIN ASIGNAR(M);2025-09-04 00:00:00.0
7896006245322;83101;PP CTBA GUABIROTUBA;DIAMOXC/25 CPR 250MG;SIN ASIGNAR(M);2023-05-16 00:00:00.0
7896006201731;83101;PP CTBA GUABIROTUBA;PRIMOSISTONC/30 CPR 2+0,01MG;SIN ASIGNAR(M);2025-08-29 00:00:00.0
7896006201717;83101;PP CTBA GUABIROTUBA;PRIMOLUT NOR 10C/30 CPR 10MG;SIN ASIGNAR(M);2025-03-25 00:00:00.0
7896004775043;83101;PP CTBA GUABIROTUBA;ACICLOVIR EMSC/30 CPR 400MG GEN;SIN ASIGNAR(M);2025-08-29 00:00:00.0
7896004722122;83101;PP CTBA GUABIROTUBA;ACECLOFENACO EMSC/12 CPR REV 100MG GEN;SIN ASIGNAR(M);2025-06-23 00:00:00.0
7895858017002;83101;PP CTBA GUABIROTUBA;ZZFLORINEFEC/100 CPR 0,1MG;SIN ASIGNAR(M);2024-02-26 00:00:00.0
7894916503761;83101;PP CTBA GUABIROTUBA;AGLUCOSEC/30 CPR 100MG;SIN ASIGNAR(M);2025-03-18 00:00:00.0
7894916503754;83101;PP CTBA GUABIROTUBA;AGLUCOSEC/30 CPR 50MG;SIN ASIGNAR(M);2025-07-22 00:00:00.0
7891721202407;83101;PP CTBA GUABIROTUBA;ACICLOVIR MERCKC/30 CPR 200MG GEN;SIN ASIGNAR(M);2025-01-04 00:00:00.0
7891721202391;83101;PP CTBA GUABIROTUBA;ACICLOVIR MERCKC/30 CPR 400MG GEN;SIN ASIGNAR(M);2025-08-31 00:00:00.0
7891721023484;83101;PP CTBA GUABIROTUBA;ACICLOVIR MERCKC/30 CPR 400MG GEN;SIN ASIGNAR(M);2022-04-26 00:00:00.0
7891317411923;83101;PP CTBA GUABIROTUBA;PROFLAMC/12 CPR REV 100MG;SIN ASIGNAR(M);2025-07-29 00:00:00.0
7891317020002;83101;PP CTBA GUABIROTUBA;ACECLOFENACO EUROC/12 CPR REV 100MG GEN;SIN ASIGNAR(M);2025-08-25 00:00:00.0
7891317014773;83101;PP CTBA GUABIROTUBA;EMAMAC/30 CAPS 400MG;SIN ASIGNAR(M);2025-06-16 00:00:00.0
7891317001513;83101;PP CTBA GUABIROTUBA;ACICLOVIR EUROC/25 CPR 200MG GEN;SIN ASIGNAR(M);2025-09-06 00:00:00.0
7891268106213;83101;PP CTBA GUABIROTUBA;PROVERAC/14 CPR 10MG;SIN ASIGNAR(M);2024-02-03 00:00:00.0
7891142128638;83101;PP CTBA GUABIROTUBA;CELESTONE SOLUSPAN1ML SUSP INJ 3+3MG/ML;SIN ASIGNAR(M);2025-06-10 00:00:00.0
7891106006149;83101;PP CTBA GUABIROTUBA;EPHYNALC/30 CAPS 400MG;SIN ASIGNAR(M);2025-03-10 00:00:00.0
7891106000956;83101;PP CTBA GUABIROTUBA;BAYCUTEN N40GR CR 10+0,4MG;SIN ASIGNAR(M);2025-08-05 00:00:00.0
7890282800015;83101;PP CTBA GUABIROTUBA;ADEFORTE3ML SOL ORAL;SIN ASIGNAR(M);2023-09-16 00:00:00.0
5060632508515;83101;PP CTBA GUABIROTUBA;SYSTEN SEQUIC/8 ADES 50+50+170MCG/DIA;SIN ASIGNAR(M);2025-07-14 00:00:00.0
5060632508508;83101;PP CTBA GUABIROTUBA;SYSTEN CONTIC/8 ADES 50+170MCG/DIA;SIN ASIGNAR(M);2025-09-06 00:00:00.0
7898687732993;83264;PP FPOLIS SACO DOS LIMÕES;DAMATERC/30 CAPS;SIN ASIGNAR(M);2023-01-26 00:00:00.0
7898149934514;83264;PP FPOLIS SACO DOS LIMÕES;CIPROTERONA BERGAMOC/20 CPR 50MG GEN;SIN ASIGNAR(M);2025-08-29 00:00:00.0
7898074617612;83264;PP FPOLIS SACO DOS LIMÕES;FLUIMUCILC/16 CPR EFERV 600MG;SIN ASIGNAR(M);2025-05-02 00:00:00.0
7898074613430;83264;PP FPOLIS SACO DOS LIMÕES;FLUIMUCILC/16 CPR EFERV 200MG;SIN ASIGNAR(M);2023-05-30 00:00:00.0
7898074611276;83264;PP FPOLIS SACO DOS LIMÕES;FLUIMUCILC/60 CPR EFERV 600MG;SIN ASIGNAR(M);2024-02-01 00:00:00.0
7898049795260;83264;PP FPOLIS SACO DOS LIMÕES;ACECLOFENACO VITAMEDICC/12 CPR REV 100MG GEN;SIN ASIGNAR(M);2026-01-07 00:00:00.0
7897595635198;83264;PP FPOLIS SACO DOS LIMÕES;ACICLOVIR SANDOZC/50 CPR 200MG GEN;SIN ASIGNAR(M);2025-04-28 00:00:00.0
7897595604460;83264;PP FPOLIS SACO DOS LIMÕES;ZZLECTRUM1,5ML PO LIOF+SOL DIL 3,75MG;SIN ASIGNAR(M);2026-07-15 00:00:00.0
7897595602503;83264;PP FPOLIS SACO DOS LIMÕES;HERPESILC/25 CPR 200MG;SIN ASIGNAR(M);2025-06-19 00:00:00.0
7897316802861;83264;PP FPOLIS SACO DOS LIMÕES;PRED MILD10ML COLI 0,12%;SIN ASIGNAR(M);2022-12-21 00:00:00.0
7897076909312;83264;PP FPOLIS SACO DOS LIMÕES;ACECLOFENACO RANBAXYC/12 CPR REV 100MG GEN;SIN ASIGNAR(M);2022-04-23 00:00:00.0
7896658001680;83264;PP FPOLIS SACO DOS LIMÕES;VITA E ACHEC/30 CAPS 400MG;SIN ASIGNAR(M);2025-08-08 00:00:00.0
7896523227092;83264;PP FPOLIS SACO DOS LIMÕES;ACECLOFENACO CIMEDC/12 CPR REV 100MG GEN;SIN ASIGNAR(M);2023-07-24 00:00:00.0
7896269901348;83264;PP FPOLIS SACO DOS LIMÕES;ZOVIRAXC/25 CPR 200MG;SIN ASIGNAR(M);2021-12-13 00:00:00.0
7896241265543;83264;PP FPOLIS SACO DOS LIMÕES;SUPREMAC/28 CPR REV 2+1MG;SIN ASIGNAR(M);2025-07-07 00:00:00.0
7896112400554;83264;PP FPOLIS SACO DOS LIMÕES;DTN-FOLC/90 CAPS 400MCG+10MG;SIN ASIGNAR(M);2024-08-16 00:00:00.0
7896112116929;83264;PP FPOLIS SACO DOS LIMÕES;TEUTOVIT EC/30 CAPS 400MG;SIN ASIGNAR(M);2022-12-26 00:00:00.0
7896094208506;83264;PP FPOLIS SACO DOS LIMÕES;NATIFA PRO UBDC/28 CPR REV 0,5+0,1MG;SIN ASIGNAR(M);2025-08-28 00:00:00.0
7896094201477;83264;PP FPOLIS SACO DOS LIMÕES;NATIFA PROC/28 CPR REV 1+0,5MG;SIN ASIGNAR(M);2025-08-30 00:00:00.0
7896006290667;83264;PP FPOLIS SACO DOS LIMÕES;STER MD10ML SUSP OFT 1,2MG/ML;SIN ASIGNAR(M);2025-05-03 00:00:00.0
7896006245339;83264;PP FPOLIS SACO DOS LIMÕES;DIAMOXC/30 CPR 250MG;SIN ASIGNAR(M);2025-08-20 00:00:00.0
7896006245322;83264;PP FPOLIS SACO DOS LIMÕES;DIAMOXC/25 CPR 250MG;SIN ASIGNAR(M);2023-08-03 00:00:00.0
7896006201731;83264;PP FPOLIS SACO DOS LIMÕES;PRIMOSISTONC/30 CPR 2+0,01MG;SIN ASIGNAR(M);2025-09-08 00:00:00.0
7896006201717;83264;PP FPOLIS SACO DOS LIMÕES;PRIMOLUT NOR 10C/30 CPR 10MG;SIN ASIGNAR(M);2025-07-30 00:00:00.0
7896004775043;83264;PP FPOLIS SACO DOS LIMÕES;ACICLOVIR EMSC/30 CPR 400MG GEN;SIN ASIGNAR(M);2025-08-02 00:00:00.0
7896004722122;83264;PP FPOLIS SACO DOS LIMÕES;ACECLOFENACO EMSC/12 CPR REV 100MG GEN;SIN ASIGNAR(M);2025-08-21 00:00:00.0
7895858017002;83264;PP FPOLIS SACO DOS LIMÕES;ZZFLORINEFEC/100 CPR 0,1MG;SIN ASIGNAR(M);2026-02-17 00:00:00.0
7891721202407;83264;PP FPOLIS SACO DOS LIMÕES;ACICLOVIR MERCKC/30 CPR 200MG GEN;SIN ASIGNAR(M);2024-12-09 00:00:00.0
7891721202391;83264;PP FPOLIS SACO DOS LIMÕES;ACICLOVIR MERCKC/30 CPR 400MG GEN;SIN ASIGNAR(M);2024-07-25 00:00:00.0
7891721023484;83264;PP FPOLIS SACO DOS LIMÕES;ACICLOVIR MERCKC/30 CPR 400MG GEN;SIN ASIGNAR(M);2022-04-19 00:00:00.0
7891721023477;83264;PP FPOLIS SACO DOS LIMÕES;ACICLOVIR MERCKC/25 CPR 200MG GEN;SIN ASIGNAR(M);2021-12-29 00:00:00.0
7891317411923;83264;PP FPOLIS SACO DOS LIMÕES;PROFLAMC/12 CPR REV 100MG;SIN ASIGNAR(M);2025-08-13 00:00:00.0
7891317020002;83264;PP FPOLIS SACO DOS LIMÕES;ACECLOFENACO EUROC/12 CPR REV 100MG GEN;SIN ASIGNAR(M);2025-06-18 00:00:00.0
7891317014773;83264;PP FPOLIS SACO DOS LIMÕES;EMAMAC/30 CAPS 400MG;SIN ASIGNAR(M);2025-05-30 00:00:00.0
7891317001513;83264;PP FPOLIS SACO DOS LIMÕES;ACICLOVIR EUROC/25 CPR 200MG GEN;SIN ASIGNAR(M);2025-08-16 00:00:00.0
7891106006149;83264;PP FPOLIS SACO DOS LIMÕES;EPHYNALC/30 CAPS 400MG;SIN ASIGNAR(M);2023-02-20 00:00:00.0
7891106000956;83264;PP FPOLIS SACO DOS LIMÕES;BAYCUTEN N40GR CR 10+0,4MG;SIN ASIGNAR(M);2024-12-19 00:00:00.0
